Data;Godzina;Krajowe zapotrzebowanie na moc;Suma zdolnoœci wytwórczych jednostek wytwórczych w KSE;Suma zdolnoœci wytwórczych JGWa;Suma zdolnoœci wytwórczych JGFWa;Suma zdolnoœci wytwórczych JGMa;Suma zdolnoœci wytwórczych JGPVa;Sumaryczna generacja JG aktywnych: JGWa, JGFWa, JGMa i JGPVa;Sumaryczna generacja JGWa;Sumaryczna generacja JGFWa;Sumaryczna generacja JGMa;Sumaryczna generacja JGPVa;Sumaryczna generacja jednostek wytwórczych nieuczestnicz¹cych aktywnie w Rynku Bilansuj¹cym;Generacja Ÿróde³ wiatrowych;Generacja Ÿróde³ fotowoltaicznych;Sumaryczna moc ³adowania JGMa;Krajowe saldo wymiany miêdzysystemowej równoleg³ej;Krajowe saldo wymiany miêdzysystemowej nierównoleg³ej;Rezerwa mocy ponad zapotrzebowanie;Rezerwa mocy poni¿ej zapotrzebowania;Suma mocy z wykorzystanych Ofert Redukcji Obci¹¿enia JGOa
2024-04-22;8;22002;29294;19752;-;1263;-;14460;13800;-;660;-;8279;2270;1704;0,00;-588;-219;2710;-4776;0
2024-04-22;9;22957;30868;20105;-;1277;-;14008;13662;-;346;-;9486;2360;2887;0,00;-14;-578;3217;-4324;0
2024-04-22;10;22942;31648;20168;-;909;-;12590;12478;-;113;-;10571;2280;4162;56,00;273;-433;4521;-3083;0
2024-04-22;11;22857;31628;20158;-;814;-;12514;12514;-;0;-;10656;2040;4533;74,00;-887;632;4456;-3108;0
2024-04-22;12;23064;32013;20373;-;780;-;12484;12484;-;0;-;10860;2091;4719;107,00;-749;579;4499;-3055;0
2024-04-22;13;23143;32136;20368;-;976;-;12570;12570;-;0;-;10792;2188;4569;151,00;-709;539;4306;-3243;0
2024-04-22;14;22935;31583;20346;-;1183;-;13242;13242;-;0;-;10054;2114;3922;132,00;-952;630;3639;-3888;0
2024-04-22;15;22532;30916;20323;-;1169;-;13175;13175;-;0;-;9424;1975;3434;134,00;-509;580;3863;-3641;0
2024-04-22;16;22342;29819;20333;-;862;-;12762;12762;-;0;-;8624;1747;2858;288,00;560;554;4396;-3133;0
2024-04-22;17;22308;28489;20105;-;738;-;13128;13128;-;0;-;7646;1469;2096;241,00;1121;575;4295;-3233;0
2024-04-22;18;22106;27683;20110;-;745;-;13366;13366;-;0;-;6828;1243;1350;108,00;1045;994;4655;-3133;0
2024-04-22;19;22310;26844;20110;-;845;-;14369;14369;-;0;-;5889;946;590;6,00;1036;996;4053;-4340;0
2024-04-22;20;23168;26568;20169;-;1271;-;17990;17128;-;863;-;5128;699;66;0,00;-677;646;1298;-7054;0
2024-04-22;21;23484;26533;20289;-;1281;-;18514;17578;-;936;-;4963;541;0;0,00;-96;46;991;-7481;0
2024-04-22;22;21828;26409;20229;-;1274;-;15610;15401;-;209;-;4906;464;0;3,00;309;992;2867;-5430;0
2024-04-22;23;20081;26268;20359;-;1281;-;13128;13128;-;0;-;4628;426;0;35,00;1349;1001;5102;-3298;0
2024-04-22;24;18682;26110;20284;-;1252;-;11876;11876;-;0;-;4574;413;0;75,00;1269;1001;5799;-2455;0
2024-04-23;1;17570;24484;19925;-;8;-;11498;11498;-;0;-;4551;398;0;81,00;605;983;4948;-2618;0
2024-04-23;2;17046;24499;19925;-;0;-;11322;11322;-;0;-;4574;392;0;133,00;309;953;5117;-2449;0
2024-04-23;3;16920;24693;20132;-;0;-;11095;11095;-;0;-;4561;397;0;166,00;467;952;5494;-2212;0
2024-04-23;4;17031;24763;20177;-;0;-;11504;11504;-;0;-;4586;419;0;408,00;419;918;5060;-2676;0
2024-04-23;5;17415;24902;20272;-;0;-;11796;11796;-;0;-;4630;465;0;428,00;486;945;4783;-2943;0
2024-04-23;6;18166;25473;20272;-;397;-;12565;12565;-;0;-;4804;607;16;341,00;488;747;4097;-3616;0
2024-04-23;7;20689;26644;20202;-;1089;-;14811;14343;-;468;-;5353;594;547;0,00;174;336;2137;-5444;0
2024-04-23;8;22504;29054;20343;-;1261;-;15157;14458;-;699;-;7450;538;2572;0,00;-366;261;2176;-5601;0
2024-04-23;9;22830;30770;20328;-;1265;-;14770;14215;-;555;-;9177;555;4375;0,00;-1144;-202;2177;-5307;0
2024-04-23;10;22305;32037;20328;-;547;-;12003;11873;-;130;-;11162;655;6439;334,00;123;-544;4853;-2611;0
2024-04-23;11;21718;32626;20318;-;65;-;10302;10237;-;65;-;12243;766;7492;557,00;192;-462;6375;-1057;0
2024-04-23;12;21981;31799;20262;-;0;-;11461;11461;-;0;-;11537;786;6804;612,00;-452;-43;5004;-2433;0
2024-04-23;13;21849;31436;20236;-;297;-;12223;12223;-;0;-;10903;872;6138;504,00;-1010;138;4206;-3048;0
2024-04-23;14;21124;31390;20373;-;0;-;11706;11706;-;0;-;11017;838;6338;734,00;-909;138;5054;-2304;0
2024-04-23;15;20709;31526;20478;-;0;-;10898;10898;-;0;-;11048;763;6456;496,00;-708;156;6063;-1600;0
2024-04-23;16;20868;30754;20478;-;0;-;10895;10895;-;0;-;10276;645;5784;296,00;-164;138;5924;-1730;0
2024-04-23;17;21428;29748;20478;-;439;-;12379;12379;-;0;-;8831;584;4371;44,00;108;138;4465;-2989;0
2024-04-23;18;21289;28619;20553;-;951;-;13323;13323;-;0;-;7115;428;2718;11,00;724;154;3755;-3836;0
2024-04-23;19;21917;27328;20553;-;1115;-;14289;14130;-;159;-;5660;332;1110;6,00;1699;501;3185;-4902;0
2024-04-23;20;22700;26496;20464;-;1273;-;16695;15961;-;735;-;4759;370;124;0,00;854;364;1010;-6875;0
2024-04-23;21;22733;26627;20495;-;1275;-;16491;15746;-;745;-;4857;561;0;0,00;991;439;1329;-6630;0
2024-04-23;22;21051;26959;20571;-;1271;-;13322;13303;-;19;-;5117;819;0;0,00;1966;714;3871;-4254;0
2024-04-23;23;19364;27153;20638;-;1274;-;11189;11189;-;0;-;5241;1147;0;0,00;2077;880;6006;-2208;0
2024-04-23;24;17988;27395;20641;-;1234;-;10141;10141;-;0;-;5520;1496;0;253,00;1983;690;7128;-1063;0
2024-04-24;1;17323;25385;19682;-;0;-;10134;10134;-;0;-;5703;1688;0;487,00;1265;650;6025;-1447;0
2024-04-24;2;16795;25583;19682;-;0;-;9798;9798;-;0;-;5901;1903;0;617,00;1252;506;6464;-1008;0
2024-04-24;3;16651;25590;19612;-;0;-;9816;9816;-;0;-;5978;1986;0;616,00;995;496;6349;-1053;0
2024-04-24;4;16663;25527;19547;-;0;-;9839;9839;-;0;-;5980;1991;0;615,00;1025;472;6281;-1089;0
2024-04-24;5;17057;25439;19547;-;0;-;10267;10267;-;0;-;5892;1903;0;428,00;918;384;5791;-1556;0
2024-04-24;6;17839;25372;19552;-;0;-;10744;10744;-;0;-;5820;1801;6;247,00;908;644;5372;-1980;0
2024-04-24;7;20471;26054;19877;-;0;-;12440;12440;-;0;-;6177;1756;297;22,00;1342;528;3966;-3691;0
2024-04-24;8;22409;27575;19815;-;1053;-;14038;13807;-;238;-;6707;1066;1477;0,00;1180;438;2504;-5099;0
2024-04-24;9;23030;28215;19763;-;1211;-;14183;13894;-;289;-;7241;521;2574;0,00;874;644;2317;-5150;0
2024-04-24;10;22976;28595;19648;-;557;-;13054;12909;-;144;-;8390;297;4020;0,00;744;763;3416;-4103;0
2024-04-24;11;22485;29454;19369;-;45;-;11038;10993;-;45;-;10040;358;5682;189,00;1162;531;5233;-2100;0
2024-04-24;12;22630;29046;18763;-;34;-;10833;10799;-;34;-;10249;423;5844;148,00;1057;632;4716;-2179;0
2024-04-24;13;22647;28790;18690;-;91;-;11183;11183;-;0;-;10009;517;5527;260,00;989;680;4220;-2655;0
2024-04-24;14;22258;28346;18705;-;111;-;11139;11139;-;0;-;9530;593;4963;225,00;1165;577;4253;-2612;0
2024-04-24;15;22037;27940;18943;-;0;-;11203;11203;-;0;-;8997;691;4316;86,00;1297;580;4477;-2391;0
2024-04-24;16;22086;27676;19019;-;289;-;11860;11860;-;0;-;8368;815;3541;32,00;1219;680;4071;-2836;0
2024-04-24;17;21991;27069;18902;-;500;-;12145;12145;-;0;-;7667;904;2721;32,00;1448;782;3847;-3031;0
2024-04-24;18;21977;26970;18988;-;1080;-;13090;13090;-;0;-;6902;1010;1802;8,00;1168;855;3339;-3805;0
2024-04-24;19;22263;26322;19103;-;1210;-;14344;14072;-;272;-;6009;1018;807;0,00;1139;770;2461;-4919;0
2024-04-24;20;22718;26512;19714;-;1276;-;15718;14536;-;1181;-;5522;1137;118;0,00;682;807;2620;-5321;0
2024-04-24;21;22795;26624;19797;-;1281;-;16315;15078;-;1237;-;5546;1229;0;0,00;103;833;2139;-5891;0
2024-04-24;22;21448;26689;19916;-;1281;-;14305;13909;-;396;-;5492;1192;0;0,00;597;996;3287;-4782;0
2024-04-24;23;19797;26451;20043;-;1281;-;12233;12201;-;33;-;5127;1034;0;0,00;1443;1001;5076;-3108;0
2024-04-24;24;18483;26219;20070;-;1252;-;11324;11324;-;0;-;4897;888;0;0,00;1232;1001;5921;-2268;0
2024-04-25;1;17391;24495;19758;-;0;-;10514;10514;-;0;-;4737;787;0;0,00;1172;975;6455;-1422;0
2024-04-25;2;16955;24487;19758;-;0;-;10334;10334;-;0;-;4729;773;0;53,00;1304;632;6620;-1257;0
2024-04-25;3;16605;24486;19758;-;0;-;10066;10066;-;0;-;4728;761;0;424,00;1617;630;6908;-969;0
2024-04-25;4;16543;24479;19758;-;0;-;10271;10271;-;0;-;4721;759;0;554,00;1262;818;6666;-1211;0
2024-04-25;5;16931;24480;19773;-;0;-;10363;10363;-;0;-;4707;747;0;294,00;1158;980;6581;-1296;0
2024-04-25;6;17952;24670;19750;-;134;-;10876;10876;-;0;-;4786;731;71;166,00;1663;840;6082;-1745;0
2024-04-25;7;20724;26411;20082;-;1085;-;13564;13020;-;544;-;5244;636;544;0,00;1217;644;4117;-3970;0
2024-04-25;8;22180;28108;19899;-;1281;-;14415;13621;-;794;-;6928;504;2262;0,00;758;-118;3081;-4713;0
2024-04-25;9;22945;29371;19942;-;1088;-;13316;13049;-;266;-;8341;385;3846;0,00;1634;-388;3829;-3762;0
2024-04-25;10;22467;30864;20031;-;585;-;11703;11703;-;0;-;10248;348;5929;3,00;598;-73;5313;-2469;0
2024-04-25;11;22035;31942;20046;-;432;-;11183;11183;-;0;-;11464;397;7139;44,00;-78;-662;5671;-2130;0
2024-04-25;12;22304;31861;19693;-;645;-;11352;11352;-;0;-;11523;554;7056;195,00;683;-1062;5317;-2308;0
2024-04-25;13;22008;31983;19724;-;303;-;10702;10702;-;0;-;11956;696;7358;630,00;658;-677;6001;-1751;0
2024-04-25;14;21652;32197;19895;-;68;-;10230;10230;-;0;-;12234;904;7404;628,00;240;-211;6777;-848;0
2024-04-25;15;21179;31726;20115;-;101;-;10520;10520;-;0;-;11510;1166;6448;628,00;307;-276;6925;-504;0
2024-04-25;16;20812;31500;20184;-;412;-;10649;10649;-;0;-;10904;1094;5914;295,00;-237;268;7249;-157;0
2024-04-25;17;20909;30464;20197;-;269;-;10396;10396;-;0;-;9998;1017;5029;19,00;930;283;7661;0;0
2024-04-25;18;20759;29705;20233;-;590;-;10728;10593;-;135;-;8882;1417;3470;0,00;1061;410;7559;-325;0
2024-04-25;19;21535;28205;20519;-;990;-;12517;11785;-;733;-;6696;1161;1369;0,00;1824;646;6526;-1849;0
2024-04-25;20;22352;26621;20325;-;1260;-;15953;15106;-;847;-;5036;657;152;0,00;650;794;2945;-5161;0
2024-04-25;21;22257;26814;20395;-;1281;-;16481;15646;-;835;-;5138;902;0;0,00;-241;815;2290;-5876;0
2024-04-25;22;21108;27006;20452;-;1281;-;13350;12971;-;379;-;5273;1065;0;24,00;1812;665;4677;-3396;0
2024-04-25;23;19759;27345;20527;-;1281;-;11289;11289;-;0;-;5537;1544;0;32,00;2289;619;5220;-2700;0
2024-04-25;24;18531;27225;20610;-;961;-;10241;10241;-;0;-;5654;1756;0;32,00;1928;690;5778;-1958;0
2024-04-26;1;17266;26757;20620;-;0;-;9955;9955;-;0;-;6137;2115;0;0,00;451;855;5794;-1784;0
2024-04-26;2;16631;26745;20620;-;0;-;9926;9926;-;0;-;6125;2093;0;0,00;-587;980;5444;-2143;0
2024-04-26;3;16519;26739;20620;-;0;-;10418;10418;-;0;-;6119;2080;0;0,00;-894;925;5187;-2400;0
2024-04-26;4;16614;26694;20661;-;0;-;10365;10365;-;0;-;6033;1987;0;0,00;-761;972;5227;-2360;0
2024-04-26;5;17022;26641;20725;-;0;-;10274;10274;-;0;-;5916;1876;0;0,00;-85;928;5378;-2214;0
2024-04-26;6;17656;26713;20857;-;0;-;10655;10655;-;0;-;5856;1718;35;0,00;513;638;5037;-2555;0
2024-04-26;7;20159;28028;20852;-;710;-;12336;12045;-;291;-;6466;1555;830;0,00;810;594;3759;-3878;0
2024-04-26;8;21702;31015;20847;-;1071;-;12387;12060;-;327;-;9097;1201;3942;0,00;-358;573;3689;-3730;0
2024-04-26;9;22722;32703;20812;-;1124;-;12683;12406;-;277;-;10767;401;6472;0,00;-1500;154;2692;-4660;0
2024-04-26;10;21692;34198;20684;-;478;-;10683;10624;-;58;-;13036;56;9222;325,00;-842;-905;4729;-2434;0
2024-04-26;11;21077;35947;20613;-;0;-;8670;8670;-;0;-;15334;862;10781;791,00;-334;-1019;7134;0;0
2024-04-26;12;20964;35359;20549;-;34;-;8848;8848;-;0;-;14776;1111;10036;1051,00;-851;-872;6109;-868;0
2024-04-26;13;21357;34208;20322;-;203;-;9283;9283;-;0;-;13683;1397;8674;937,00;-254;-588;5390;-1487;0
2024-04-26;14;21157;32739;20309;-;406;-;10040;10040;-;0;-;12024;1502;6908;728,00;217;-540;4648;-2212;0
2024-04-26;15;20992;31573;20289;-;614;-;10578;10578;-;0;-;10670;1531;5515;214,00;914;-883;4332;-2528;0
2024-04-26;16;20188;31342;20497;-;101;-;9770;9770;-;0;-;10744;1839;5228;228,00;584;-553;5551;-1274;0
2024-04-26;17;20597;31305;20742;-;776;-;11056;11056;-;0;-;9787;1837;4218;434,00;342;-312;4569;-2384;0
2024-04-26;18;20738;29517;20787;-;214;-;10778;10775;-;0;-;8516;1448;3179;176,00;1108;696;5773;-1574;0
2024-04-26;19;21136;28206;20797;-;947;-;12760;12755;-;5;-;6462;1038;1479;0,00;1056;890;3912;-3596;0
2024-04-26;20;21782;27315;20762;-;1281;-;15417;14521;-;896;-;5272;1046;191;0,00;222;875;2071;-5217;0
2024-04-26;21;22146;28074;20887;-;1281;-;15177;14368;-;808;-;5906;1884;0;0,00;211;839;2417;-5247;0
2024-04-26;22;20698;28649;20975;-;1281;-;13016;12565;-;451;-;6393;2531;0;0,00;412;875;3811;-3661;0
2024-04-26;23;18714;29477;21044;-;1314;-;10693;10510;-;183;-;7119;3309;0;0,00;239;845;5880;-1732;0
2024-04-26;24;17008;29893;21157;-;994;-;9277;9146;-;131;-;7742;3887;0;0,00;-978;997;5978;-1180;0
2024-04-27;1;16181;29269;20942;-;442;-;10176;9734;-;442;-;7885;4092;0;0,00;-3174;961;3226;-3093;0
2024-04-27;2;16044;29187;20947;-;410;-;10079;9669;-;410;-;7830;4083;0;0,00;-2995;994;3296;-2931;0
2024-04-27;3;15866;28297;20473;-;163;-;9114;8960;-;154;-;7661;3954;0;0,00;-1789;837;3086;-2669;0
2024-04-27;4;15833;28458;20473;-;725;-;9549;9466;-;83;-;7260;3556;0;0,00;-2029;980;1965;-3505;0
2024-04-27;5;15963;28003;20488;-;664;-;9520;9439;-;81;-;6851;3159;0;0,00;-1441;980;2012;-3458;0
2024-04-27;6;15536;27956;20515;-;865;-;9471;9386;-;85;-;6576;2820;33;0,00;-1588;962;2003;-3467;0
2024-04-27;7;16269;28610;20682;-;932;-;9364;9251;-;113;-;6996;2559;684;0,00;-974;907;2392;-3193;0
2024-04-27;8;17127;30505;20787;-;534;-;7762;7572;-;191;-;9184;2265;3210;0,00;-811;950;4001;-1596;0
2024-04-27;9;18824;31342;20800;-;783;-;8515;8515;-;0;-;9759;1324;4854;0,00;-9;142;2673;-2924;0
2024-04-27;10;18280;32271;20790;-;330;-;7620;7620;-;0;-;11151;569;7198;205,00;939;-909;4046;-1415;0
2024-04-27;11;18121;33815;20765;-;34;-;6025;6025;-;0;-;13016;669;9055;972,00;1010;-1052;4422;-738;0
2024-04-27;12;18156;34338;20750;-;118;-;6000;6000;-;0;-;13470;782;9468;1139,00;977;-1048;4515;-626;0
2024-04-27;13;17585;33829;20745;-;0;-;5742;5742;-;0;-;13084;1034;8829;1137,00;992;-1062;4697;-439;0
2024-04-27;14;17864;33201;20740;-;452;-;6595;6595;-;0;-;12009;1372;7447;879,00;992;-1062;3598;-1533;0
2024-04-27;15;17609;32662;20735;-;492;-;6668;6668;-;0;-;11435;1204;7004;890,00;992;-1062;3287;-1839;0
2024-04-27;16;17330;31378;20735;-;80;-;7414;7414;-;0;-;10563;1030;6236;741,00;1092;-1062;3136;-1890;0
2024-04-27;17;17045;30189;20735;-;31;-;7979;7979;-;0;-;9423;1005;5059;256,00;1008;-978;3304;-1912;0
2024-04-27;18;17450;29152;20715;-;750;-;9761;9658;-;103;-;7687;1006;3160;0,00;504;-593;2295;-3361;0
2024-04-27;19;17515;27638;20655;-;979;-;10925;10098;-;826;-;6004;1193;1276;0,00;50;595;2540;-3397;0
2024-04-27;20;18171;27324;20680;-;1220;-;12377;11187;-;1191;-;5424;1740;148;0,00;-684;992;1637;-4314;0
2024-04-27;21;19014;27269;20655;-;1224;-;13070;11888;-;1183;-;5390;1812;0;0,00;-679;992;732;-5187;0
2024-04-27;22;18100;27566;20674;-;1171;-;12262;11372;-;890;-;5721;2173;0;0,00;-731;992;1651;-4319;0
2024-04-27;23;16204;28822;20705;-;978;-;9077;8864;-;212;-;7139;3611;0;0,00;-905;952;3724;-2240;0
2024-04-27;24;14543;29514;20705;-;904;-;6589;6538;-;52;-;7905;4425;0;8,00;-950;997;4650;-783;0
2024-04-28;1;14218;29561;21019;-;0;-;5955;5955;-;0;-;8542;5100;0;22,00;-838;868;5103;-202;0
2024-04-28;2;13805;29515;21024;-;0;-;5901;5901;-;0;-;8491;5102;0;22,00;362;-332;5345;0;0
2024-04-28;3;13315;29386;21029;-;0;-;5719;5719;-;0;-;8357;4965;0;22,00;1092;-1062;5250;0;0
2024-04-28;4;13250;29041;21029;-;0;-;5553;5553;-;0;-;8012;4666;0;0,00;586;-556;4539;-140;0
2024-04-28;5;13212;28923;21083;-;0;-;5558;5558;-;0;-;7840;4509;0;0,00;471;-441;4404;-269;0
2024-04-28;6;12875;29050;21191;-;24;-;5582;5558;-;24;-;7835;4454;45;0,00;530;-522;4742;0;0
2024-04-28;7;13343;30033;21419;-;31;-;5577;5546;-;31;-;8583;4340;916;0,00;1092;-1062;5047;0;0
2024-04-28;8;14310;31923;21409;-;66;-;5448;5382;-;66;-;10448;4502;2691;0,00;410;-879;5470;0;0
2024-04-28;9;15608;31718;21409;-;194;-;6417;6349;-;68;-;10115;2653;4245;0,00;29;-1000;3341;-1444;0
2024-04-28;10;15798;31812;21389;-;722;-;6950;6873;-;77;-;9701;1469;5057;0,00;-283;-1052;1936;-2658;0
2024-04-28;11;15499;33005;21346;-;504;-;5036;5036;-;0;-;11155;2505;5514;607,00;-407;-1062;2436;-1925;0
2024-04-28;12;15355;34588;21321;-;228;-;4895;4895;-;0;-;13039;4187;5743;890,00;-778;-1062;3783;-553;0
2024-04-28;13;15790;34551;21311;-;0;-;5003;5003;-;0;-;13240;4904;5236;892,00;-341;-1062;3975;-256;0
2024-04-28;14;15258;33442;21296;-;647;-;5305;5305;-;0;-;11499;4653;3746;1003,00;-841;-1062;2141;-2028;0
2024-04-28;15;15043;32849;21286;-;641;-;6207;6207;-;0;-;10922;3914;3845;954,00;-654;-932;2135;-2016;0
2024-04-28;16;15076;32093;21286;-;858;-;6911;6911;-;0;-;9949;3552;3269;681,00;-815;-857;1315;-2825;0
2024-04-28;17;15189;31457;21075;-;402;-;5840;5840;-;0;-;9980;3238;3578;704,00;601;-670;2602;-1323;0
2024-04-28;18;15364;31636;21101;-;199;-;5577;5577;-;0;-;10336;3929;3216;301,00;806;-857;3239;-612;0
2024-04-28;19;16644;30232;20719;-;890;-;7626;7406;-;220;-;8623;3901;1343;16,00;459;-450;860;-3027;0
2024-04-28;20;17425;29352;20742;-;1133;-;8791;8023;-;768;-;7477;3814;187;0,00;325;737;705;-3204;0
2024-04-28;21;18343;29140;20652;-;1089;-;8979;8268;-;711;-;7399;3928;0;0,00;353;984;0;-3979;0
2024-04-28;22;17677;29047;20442;-;794;-;8293;8071;-;222;-;7811;4313;0;0,00;161;966;6;-3725;0
2024-04-28;23;16066;30269;20824;-;858;-;7228;7127;-;101;-;8587;5122;0;0,00;-798;997;1354;-2442;0
2024-04-28;24;15243;30757;20969;-;786;-;6250;6234;-;17;-;9002;5591;0;0,00;-965;997;2485;-1441;0
2024-04-29;1;14662;30367;21283;-;355;-;6438;6438;-;0;-;8729;5346;0;327,00;-1180;950;2666;-1513;0
2024-04-29;2;14469;30253;21396;-;366;-;6940;6940;-;0;-;8491;5087;0;686,00;-1265;950;2673;-1845;0
2024-04-29;3;14236;29656;21401;-;130;-;6964;6964;-;0;-;8125;4689;0;704,00;-1112;950;2985;-1728;0
2024-04-29;4;14429;28974;21211;-;164;-;7280;7280;-;0;-;7599;4113;0;494,00;-951;950;2826;-1697;0
2024-04-29;5;13972;28404;21211;-;0;-;7482;7482;-;0;-;7193;3707;0;427,00;-1148;950;3752;-1111;0
2024-04-29;6;14776;28225;21211;-;34;-;7955;7922;-;34;-;6980;3433;51;86,00;-994;950;4407;-734;0
2024-04-29;7;17834;29367;21211;-;706;-;11270;10592;-;678;-;7450;3022;863;0,00;-1299;427;3454;-3056;0
2024-04-29;8;19459;31885;20732;-;1073;-;12200;11260;-;940;-;10080;2764;3787;0,00;-3024;179;2787;-3748;0
2024-04-29;9;20589;32135;20669;-;939;-;11879;11503;-;376;-;10527;1509;5467;0,00;-3272;920;2020;-4487;0
2024-04-29;10;20207;32427;20444;-;13;-;8848;8835;-;10;-;11970;902;7673;159,00;-1128;950;5420;-1227;0
2024-04-29;11;19667;33898;19984;-;10;-;7578;7568;-;10;-;13904;978;9633;857,00;-1163;563;6043;-206;0
2024-04-29;12;19644;33570;19974;-;10;-;7615;7605;-;10;-;13586;1213;9199;922,00;27;-627;5671;-560;0
2024-04-29;13;19795;33520;19959;-;10;-;7740;7730;-;10;-;13551;1350;9054;920,00;88;-688;5473;-743;0
2024-04-29;14;19923;32981;19458;-;10;-;7900;7890;-;10;-;13513;1469;8890;922,00;492;-1092;4805;-860;0
2024-04-29;15;19910;32691;19448;-;10;-;8194;8184;-;10;-;13233;1645;8434;908,00;133;-772;4504;-1146;0
2024-04-29;16;20171;31778;19398;-;10;-;8652;8642;-;10;-;12370;1660;7558;868,00;-528;428;3959;-1686;0
2024-04-29;17;19819;30279;19673;-;98;-;9942;9932;-;10;-;10508;1578;5672;564,00;-1019;950;3047;-2403;0
2024-04-29;18;19793;29216;19798;-;148;-;10340;10330;-;10;-;9270;1542;4389;147,00;-292;600;3493;-2326;0
2024-04-29;19;20209;28019;20304;-;767;-;12368;12002;-;366;-;6948;1800;1753;0,00;-39;950;2998;-3766;0
2024-04-29;20;20646;28351;20859;-;1438;-;14784;13378;-;1406;-;6054;2327;223;0,00;-480;238;1669;-5207;0
2024-04-29;21;21192;28786;20895;-;1437;-;14891;13493;-;1399;-;6454;2944;0;0,00;-585;382;1554;-5321;0
2024-04-29;22;20002;29133;21015;-;1166;-;13426;12614;-;812;-;6952;3471;0;0,00;-1266;950;2574;-4333;0
2024-04-29;23;18365;29381;21091;-;1140;-;10766;10564;-;202;-;7150;3800;0;0,00;-511;950;2384;-3652;0
2024-04-29;24;16967;28357;21096;-;19;-;8677;8677;-;0;-;7242;3941;0;0,00;87;950;4042;-1887;0
